# expressionID, sessionQuesID, expTimestamp, gender, glasses, age, ethnicity, joy, sadness, disgust, contempt, anger, fear, surprise, valence, engagement, smile, innerBrowRaise, browRaise, browFurrow, noseWrinkle, upperLipRaise, lipCornerDepressor, chinRaise, lipPucker, lipPress, lipSuck, mouthOpen, smirk, eyeClosure, attention, lidTighten, jawDrop, dimpler, eyeWiden, cheekRaise, lipStretch
2522, 19, 1512067336986, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 70, 0, 39, 10, 0, 99, 98, 13, 12, 0, 0, 0, 0, 0, 0, 95, 0, 21, 0, 0, 0, 0
2523, 19, 1512067337023, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 69, 0, 32, 13, 0, 100, 98, 12, 11, 0, 0, 0, 1, 0, 0, 95, 0, 21, 0, 0, 0, 0
2524, 19, 1512067337059, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 71, 0, 32, 12, 0, 100, 98, 12, 11, 0, 0, 0, 1, 0, 0, 95, 0, 22, 0, 0, 0, 0
2525, 19, 1512067337094, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 70, 0, 31, 10, 0, 100, 98, 12, 10, 0, 0, 0, 1, 0, 0, 95, 0, 21, 0, 0, 0, 0
2526, 19, 1512067337130, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 75, 0, 30, 8, 0, 100, 98, 13, 15, 0, 0, 0, 1, 0, 0, 97, 0, 24, 0, 0, 0, 0
2527, 19, 1512067337166, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 77, 0, 31, 8, 0, 100, 98, 12, 17, 0, 0, 0, 1, 0, 0, 97, 0, 25, 0, 0, 0, 0
2528, 19, 1512067337199, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 82, 0, 29, 10, 0, 100, 99, 12, 22, 0, 0, 0, 1, 0, 0, 97, 0, 24, 0, 0, 0, 0
2529, 19, 1512067337241, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 89, 0, 26, 12, 0, 100, 99, 12, 29, 0, 0, 0, 1, 0, 0, 98, 0, 27, 0, 0, 0, 0
2530, 19, 1512067337275, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2531, 19, 1512067337308, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 95, 0, 10, 16, 0, 100, 99, 10, 42, 0, 0, 0, 1, 0, 0, 98, 0, 33, 0, 0, 0, 0
2532, 19, 1512067337352, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 98, 0, 8, 24, 0, 100, 99, 10, 52, 0, 0, 0, 1, 0, 0, 98, 0, 34, 0, 0, 0, 0
2533, 19, 1512067337387, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 99, 0, 6, 23, 0, 100, 99, 9, 59, 0, 0, 0, 1, 0, 0, 97, 0, 31, 0, 0, 0, 0
2534, 19, 1512067337421, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 99, 0, 7, 23, 0, 100, 99, 8, 70, 0, 0, 0, 1, 0, 0, 97, 0, 29, 0, 0, 0, 0
2535, 19, 1512067337456, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 100, 0, 6, 27, 0, 100, 99, 8, 81, 0, 0, 0, 1, 0, 0, 97, 0, 27, 0, 0, 0, 0
2536, 19, 1512067337491, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -100, 100, 0, 8, 30, 0, 100, 99, 7, 87, 0, 0, 0, 1, 0, 0, 97, 0, 27, 0, 0, 0, 0
2537, 19, 1512067337526, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -100, 100, 0, 10, 29, 0, 100, 99, 6, 90, 0, 0, 0, 1, 0, 0, 98, 0, 29, 0, 0, 0, 0
2538, 19, 1512067337560, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -100, 100, 0, 10, 28, 0, 100, 99, 6, 90, 0, 0, 0, 1, 0, 0, 97, 0, 29, 0, 0, 0, 0
2539, 19, 1512067337594, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -100, 100, 0, 12, 28, 0, 100, 99, 6, 87, 0, 0, 0, 1, 0, 0, 97, 0, 29, 0, 0, 0, 0
2540, 19, 1512067337630, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -100, 100, 0, 15, 26, 0, 100, 99, 5, 80, 0, 0, 0, 1, 0, 0, 97, 0, 30, 0, 0, 0, 0
2541, 19, 1512067337664, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 99, 0, 16, 22, 0, 100, 99, 4, 65, 0, 0, 0, 1, 0, 0, 97, 0, 27, 0, 0, 0, 0
2542, 19, 1512067337700, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 98, 0, 23, 16, 0, 100, 99, 4, 53, 0, 0, 0, 1, 0, 0, 97, 1, 22, 0, 0, 0, 0
2543, 19, 1512067337736, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 95, 0, 33, 12, 0, 100, 98, 5, 40, 0, 0, 0, 1, 0, 0, 97, 1, 19, 0, 0, 0, 0
2544, 19, 1512067337771, Male, Yes, 55 - 64, Caucasian, 0, 1, 100, 0, 0, 0, 1, -100, 84, 0, 48, 9, 0, 99, 97, 5, 25, 0, 0, 0, 1, 0, 0, 96, 1, 19, 0, 0, 0, 0
2545, 19, 1512067337805, Male, Yes, 55 - 64, Caucasian, 0, 2, 100, 0, 0, 0, 2, -100, 75, 0, 71, 8, 0, 98, 96, 5, 17, 0, 0, 0, 1, 0, 0, 95, 1, 19, 0, 0, 0, 0
2546, 19, 1512067337840, Male, Yes, 55 - 64, Caucasian, 0, 6, 100, 0, 0, 0, 2, -100, 62, 0, 85, 5, 0, 97, 95, 5, 9, 0, 0, 0, 1, 0, 0, 96, 1, 21, 0, 0, 0, 0
2547, 19, 1512067337875, Male, Yes, 55 - 64, Caucasian, 0, 9, 100, 0, 0, 0, 2, -100, 56, 0, 90, 4, 0, 96, 94, 5, 7, 0, 0, 0, 1, 0, 0, 96, 1, 20, 0, 0, 0, 0
2548, 19, 1512067337909, Male, Yes, 55 - 64, Caucasian, 0, 10, 100, 0, 0, 0, 2, -100, 54, 0, 93, 4, 0, 95, 94, 5, 7, 0, 0, 0, 1, 0, 0, 97, 1, 22, 0, 0, 0, 0
2549, 19, 1512067337949, Male, Yes, 55 - 64, Caucasian, 0, 12, 100, 0, 0, 0, 2, -100, 50, 0, 94, 3, 0, 95, 92, 5, 5, 0, 0, 0, 1, 0, 0, 96, 1, 21, 0, 0, 0, 0
2550, 19, 1512067337984, Male, Yes, 55 - 64, Caucasian, 0, 14, 100, 0, 0, 0, 2, -100, 52, 0, 96, 2, 0, 95, 91, 6, 4, 0, 0, 0, 1, 0, 0, 96, 1, 22, 0, 0, 0, 0
2551, 19, 1512067338018, Male, Yes, 55 - 64, Caucasian, 0, 15, 100, 0, 0, 0, 2, -100, 51, 0, 97, 1, 0, 94, 89, 7, 3, 0, 0, 0, 1, 0, 0, 96, 1, 23, 0, 0, 0, 0
2552, 19, 1512067338054, Male, Yes, 55 - 64, Caucasian, 0, 16, 100, 0, 0, 0, 2, -100, 53, 0, 98, 1, 0, 94, 87, 8, 2, 0, 0, 0, 1, 0, 0, 96, 1, 21, 0, 0, 0, 0
2553, 19, 1512067338089, Male, Yes, 55 - 64, Caucasian, 0, 17, 100, 0, 0, 0, 2, -100, 53, 0, 98, 1, 0, 94, 84, 8, 3, 0, 0, 0, 1, 0, 0, 98, 1, 18, 0, 0, 0, 0
2554, 19, 1512067338127, Male, Yes, 55 - 64, Caucasian, 0, 17, 100, 0, 0, 0, 2, -100, 53, 0, 98, 1, 0, 93, 82, 8, 3, 0, 0, 0, 1, 0, 0, 97, 1, 16, 0, 0, 0, 0
2555, 19, 1512067338162, Male, Yes, 55 - 64, Caucasian, 0, 16, 100, 0, 0, 0, 2, -100, 48, 0, 98, 1, 0, 92, 80, 7, 4, 0, 0, 0, 1, 0, 0, 96, 1, 15, 0, 0, 0, 0
2556, 19, 1512067338203, Male, Yes, 55 - 64, Caucasian, 0, 15, 100, 0, 0, 0, 2, -100, 50, 0, 97, 1, 0, 92, 75, 7, 5, 0, 0, 0, 1, 0, 0, 96, 0, 13, 0, 0, 0, 0
2557, 19, 1512067338239, Male, Yes, 55 - 64, Caucasian, 0, 13, 100, 0, 0, 0, 2, -100, 50, 0, 95, 1, 0, 92, 72, 8, 8, 0, 0, 0, 1, 0, 0, 96, 1, 14, 0, 0, 0, 0
2558, 19, 1512067338274, Male, Yes, 55 - 64, Caucasian, 0, 11, 100, 0, 0, 0, 2, -100, 56, 0, 92, 1, 0, 92, 72, 9, 11, 0, 0, 0, 1, 0, 0, 96, 1, 11, 0, 0, 0, 0
2559, 19, 1512067338309, Male, Yes, 55 - 64, Caucasian, 0, 9, 100, 0, 0, 0, 1, -100, 72, 0, 88, 2, 0, 92, 71, 10, 22, 0, 0, 0, 1, 0, 0, 97, 1, 8, 0, 0, 0, 0
2560, 19, 1512067338343, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2561, 19, 1512067338375, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0
2562, 19, 1512067338417, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0
2563, 19, 1512067338451, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2564, 19, 1512067338487, Male, Yes, 55 - 64, Caucasian, 0, 1, 100, 0, 0, 0, 1, -99, 100, 1, 52, 8, 0, 96, 69, 13, 90, 0, 0, 1, 1, 0, 0, 98, 1, 6, 0, 0, 0, 0
2565, 19, 1512067338531, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -99, 100, 1, 43, 10, 0, 96, 63, 15, 95, 0, 0, 0, 1, 0, 0, 97, 1, 5, 0, 0, 0, 0
2566, 19, 1512067338570, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -98, 100, 2, 37, 13, 0, 98, 51, 19, 96, 0, 0, 0, 1, 0, 0, 97, 1, 5, 0, 0, 0, 0
2567, 19, 1512067338604, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -98, 100, 2, 30, 16, 0, 99, 57, 20, 96, 0, 0, 0, 2, 0, 0, 97, 1, 5, 0, 0, 0, 0
2568, 19, 1512067338640, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -98, 100, 1, 25, 17, 0, 100, 61, 23, 96, 0, 0, 0, 2, 0, 0, 98, 1, 6, 0, 0, 0, 0
2569, 19, 1512067338675, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -98, 100, 1, 24, 17, 0, 100, 65, 25, 97, 0, 0, 0, 3, 0, 0, 98, 1, 7, 0, 0, 0, 0
2570, 19, 1512067338709, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -99, 100, 1, 27, 15, 0, 100, 73, 28, 98, 0, 0, 1, 3, 0, 0, 97, 1, 9, 0, 0, 0, 0
2571, 19, 1512067338744, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -99, 100, 1, 29, 14, 0, 100, 81, 30, 98, 0, 0, 1, 4, 0, 0, 97, 1, 10, 0, 0, 0, 0
2572, 19, 1512067338779, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -99, 100, 1, 29, 13, 0, 100, 86, 30, 99, 0, 0, 1, 4, 0, 0, 96, 1, 10, 0, 0, 0, 0
2573, 19, 1512067338813, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -99, 100, 1, 22, 14, 0, 100, 91, 31, 99, 0, 0, 1, 4, 0, 0, 97, 1, 10, 0, 0, 0, 0
2574, 19, 1512067338847, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0
2575, 19, 1512067338883, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2576, 19, 1512067338918, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0
2577, 19, 1512067339016, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 100, 0, 5, 16, 0, 81, 99, 52, 99, 0, 0, 1, 7, 0, 0, 94, 0, 8, 0, 0, 0, 0
2578, 19, 1512067339049, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2579, 19, 1512067339088, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0
2580, 19, 1512067339529, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 9, -98, 99, 2, 4, 41, 0, 79, 100, 85, 79, 0, 0, 0, 56, 0, 0, 97, 0, 21, 0, 0, 0, 0
2581, 19, 1512067339565, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -100, 99, 0, 11, 3, 0, 88, 100, 84, 12, 0, 0, 0, 62, 0, 0, 97, 0, 28, 0, 0, 0, 0
2582, 19, 1512067339599, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -100, 100, 0, 28, 2, 0, 92, 100, 82, 6, 0, 0, 2, 53, 0, 0, 98, 0, 24, 0, 0, 0, 0
2583, 19, 1512067339634, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -100, 100, 0, 23, 5, 0, 95, 100, 83, 8, 0, 0, 1, 35, 0, 0, 97, 0, 16, 0, 0, 0, 0
2584, 19, 1512067339671, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -99, 100, 0, 9, 7, 0, 97, 99, 84, 13, 0, 0, 0, 26, 0, 1, 97, 0, 11, 0, 0, 0, 0
2585, 19, 1512067339704, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -99, 100, 0, 9, 13, 0, 97, 99, 83, 14, 0, 0, 0, 17, 0, 0, 98, 0, 9, 0, 0, 1, 0
2586, 19, 1512067339751, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 0, -98, 99, 0, 8, 3, 0, 99, 98, 71, 8, 0, 0, 0, 13, 0, 11, 98, 0, 9, 0, 0, 4, 0
2587, 19, 1512067339787, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 0, -95, 99, 0, 7, 6, 0, 99, 97, 63, 14, 0, 0, 0, 10, 0, 29, 98, 0, 8, 0, 0, 11, 0
2588, 19, 1512067339822, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -95, 98, 0, 5, 10, 0, 99, 95, 54, 22, 0, 0, 0, 10, 0, 0, 97, 0, 6, 0, 0, 10, 0
2589, 19, 1512067339857, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 0, -96, 97, 0, 4, 12, 0, 99, 94, 50, 31, 0, 0, 0, 6, 0, 0, 97, 0, 6, 0, 0, 8, 0
2590, 19, 1512067339890, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0
2591, 19, 1512067339935, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 0, -93, 99, 0, 3, 13, 0, 100, 90, 24, 61, 0, 0, 0, 3, 0, 0, 98, 0, 3, 0, 0, 15, 0
2592, 19, 1512067339970, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -90, 99, 0, 2, 16, 0, 99, 93, 23, 68, 0, 0, 0, 4, 0, 0, 98, 0, 4, 0, 0, 22, 0
2593, 19, 1512067340005, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -87, 99, 0, 2, 19, 0, 100, 95, 13, 66, 0, 0, 0, 4, 0, 0, 98, 0, 6, 0, 0, 28, 0
2594, 19, 1512067340040, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -78, 99, 0, 2, 26, 0, 100, 95, 10, 64, 0, 0, 0, 4, 0, 0, 98, 0, 6, 0, 0, 48, 0
2595, 19, 1512067340074, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -66, 99, 0, 2, 32, 0, 100, 91, 7, 64, 0, 0, 0, 3, 0, 6, 98, 0, 6, 0, 0, 73, 0
2596, 19, 1512067340107, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -60, 99, 0, 2, 39, 0, 100, 83, 5, 66, 0, 0, 0, 3, 0, 11, 97, 0, 6, 0, 0, 88, 0
2597, 19, 1512067340150, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -60, 99, 0, 1, 35, 0, 100, 77, 5, 66, 0, 0, 0, 3, 0, 0, 97, 0, 6, 0, 0, 86, 0
2598, 19, 1512067340185, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -63, 99, 0, 1, 37, 0, 99, 70, 5, 65, 0, 0, 0, 2, 0, 0, 97, 0, 5, 0, 0, 80, 0
2599, 19, 1512067340219, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -65, 98, 0, 1, 32, 0, 99, 63, 3, 59, 0, 0, 0, 3, 0, 0, 98, 0, 4, 0, 0, 75, 0
2600, 19, 1512067340253, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -74, 99, 0, 1, 46, 0, 99, 64, 5, 70, 0, 0, 0, 3, 0, 0, 98, 0, 5, 0, 0, 56, 0
2601, 19, 1512067340288, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -82, 98, 0, 1, 47, 0, 98, 57, 4, 56, 0, 0, 0, 4, 0, 0, 97, 0, 5, 0, 0, 34, 0
2602, 19, 1512067340322, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 2, -75, 96, 0, 1, 41, 0, 97, 56, 3, 47, 0, 0, 0, 5, 0, 0, 98, 0, 5, 0, 0, 37, 0
2603, 19, 1512067340358, Male, Yes, 55 - 64, Caucasian, 0, 0, 100, 0, 0, 0, 1, -66, 95, 0, 1, 36, 0, 96, 53, 2, 44, 0, 0, 0, 6, 0, 0, 98, 0, 5, 0, 0, 49, 0
2604, 19, 1512067340391, Male, Yes, 55 - 64, Caucasian, 0, 0, 99, 0, 0, 0, 1, -48, 71, 0, 1, 34, 0, 97, 45, 2, 16, 0, 0, 0, 6, 0, 18, 98, 0, 5, 0, 0, 57, 0
2605, 19, 1512067340433, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2606, 19, 1512067340473, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2607, 19, 1512067340515, Male, Yes, 55 - 64, Caucasian, 0, 0, 98, 0, 0, 0, 0, -22, 51, 0, 2, 7, 0, 96, 18, 0, 0, 0, 0, 0, 5, 0, 42, 99, 0, 3, 0, 0, 65, 0
2608, 19, 1512067340550, Male, Yes, 55 - 64, Caucasian, 0, 0, 97, 0, 0, 0, 0, -14, 45, 0, 2, 3, 0, 94, 12, 0, 0, 0, 0, 0, 3, 0, 88, 99, 0, 2, 0, 0, 69, 0
2609, 19, 1512067340585, Male, Yes, 55 - 64, Caucasian, 0, 0, 94, 0, 0, 0, 0, -10, 33, 0, 1, 2, 0, 87, 7, 0, 0, 0, 0, 0, 3, 0, 84, 99, 0, 1, 0, 0, 64, 0
2610, 19, 1512067340619, Male, Yes, 55 - 64, Caucasian, 0, 0, 84, 0, 0, 0, 0, -16, 18, 1, 1, 1, 0, 77, 4, 0, 0, 0, 0, 0, 2, 0, 27, 99, 0, 1, 0, 0, 35, 0
2611, 19, 1512067340655, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2612, 19, 1512067340689, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0
2613, 19, 1512067340722, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2614, 19, 1512067340764, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0
2615, 19, 1512067340800, Male, Yes, 55 - 64, Caucasian, 0, 0, 3, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 23, 1, 0, 0, 0, 0, 0, 1, 0, 18, 99, 0, 0, 0, 0, 49, 0
2616, 19, 1512067340833, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2617, 19, 1512067340875, Male, Yes, 55 - 64, Caucasian, 0, 0, 3, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 66, 99, 0, 0, 3, 0, 54, 0
2618, 19, 1512067340909, Male, Yes, 55 - 64, Caucasian, 0, 0, 3, 0, 0, 0, 0, 11, 0, 4, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 57, 99, 0, 0, 8, 0, 59, 0
2619, 19, 1512067340944, Male, Yes, 55 - 64, Caucasian, 0, 0, 2, 0, 0, 0, 0, 15, 0, 5, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 45, 99, 0, 0, 19, 0, 60, 0
2620, 19, 1512067340978, Male, Yes, 55 - 64, Caucasian, 0, 0, 1, 0, 0, 0, 0, 20, 0, 7, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 29, 99, 0, 0, 34, 0, 62, 0
2621, 19, 1512067341014, Male, Yes, 55 - 64, Caucasian, 0, 0, 1, 0, 0, 0, 0, 24, 0, 8, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 34, 98, 0, 0, 39, 0, 71, 0
2622, 19, 1512067341049, Male, Yes, 55 - 64, Caucasian, 0, 0, 1, 0, 0, 0, 0, 23, 0, 9, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 77, 98, 0, 0, 60, 0, 68, 0
2623, 19, 1512067341081, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2624, 19, 1512067341122, Male, Yes, 55 - 64, Caucasian, 0, 0, 2, 0, 0, 0, 0, 29, 0, 9, 1, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 88, 98, 0, 0, 66, 0, 90, 1
2625, 19, 1512067341156, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2626, 19, 1512067341189, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0
2627, 19, 1512067341229, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2628, 19, 1512067341270, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2629, 19, 1512067341311, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0
2630, 19, 1512067341353, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0
2631, 19, 1512067341386, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2632, 19, 1512067341425, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
2633, 19, 1512067341471, Unknown, No, Unknown, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 0
