# expressionID, sessionQuesID, expTimestamp, gender, glasses, age, ethnicity, joy, sadness, disgust, contempt, anger, fear, surprise, valence, engagement, smile, innerBrowRaise, browRaise, browFurrow, noseWrinkle, upperLipRaise, lipCornerDepressor, chinRaise, lipPucker, lipPress, lipSuck, mouthOpen, smirk, eyeClosure, attention, lidTighten, jawDrop, dimpler, eyeWiden, cheekRaise, lipStretch
1364, 15, 1512061241562, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 98, 0, 0, 0, 0, 0, 0
1365, 15, 1512061241623, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 98, 0, 0, 0, 0, 0, 0
1366, 15, 1512061241695, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 98, 0, 0, 0, 0, 0, 0
1367, 15, 1512061241760, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 97, 0, 0, 0, 0, 0, 0
1368, 15, 1512061241821, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 97, 0, 0, 0, 0, 0, 0
1369, 15, 1512061241874, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 98, 0, 0, 0, 0, 0, 0
1370, 15, 1512061241934, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 98, 0, 0, 0, 0, 0, 0
1371, 15, 1512061241992, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 98, 0, 0, 0, 0, 0, 0
1372, 15, 1512061242074, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 97, 0, 0, 0, 0, 0, 0
1373, 15, 1512061242128, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 98, 0, 0, 0, 0, 0, 0
1374, 15, 1512061242210, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 97, 0, 0, 0, 0, 0, 0
1375, 15, 1512061242276, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 98, 0, 0, 0, 0, 0, 0
1376, 15, 1512061242336, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 97, 0, 0, 0, 0, 0, 0
1377, 15, 1512061242394, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 97, 0, 0, 0, 0, 0, 0
1378, 15, 1512061242467, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 97, 0, 0, 0, 0, 0, 0
1379, 15, 1512061242529, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 97, 0, 0, 0, 0, 0, 0
1380, 15, 1512061242584, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 98, 0, 0, 0, 0, 0, 0
1381, 15, 1512061242635, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 98, 0, 0, 0, 0, 0, 0
1382, 15, 1512061242691, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 97, 0, 0, 0, 0, 0, 0
1383, 15, 1512061242746, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 98, 0, 0, 0, 0, 0, 0
1384, 15, 1512061242803, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 98, 0, 0, 0, 0, 0, 0
1385, 15, 1512061242869, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 97, 0, 0, 0, 0, 0, 0
1386, 15, 1512061242928, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 98, 0, 0, 0, 0, 0, 0
1387, 15, 1512061242992, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 98, 0, 0, 0, 0, 0, 0
1388, 15, 1512061243065, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 98, 0, 0, 0, 0, 0, 0
1389, 15, 1512061243129, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 98, 0, 0, 0, 0, 0, 0
1390, 15, 1512061243193, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 98, 0, 0, 0, 0, 0, 0
1391, 15, 1512061243253, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 98, 0, 0, 0, 0, 0, 0
1392, 15, 1512061243322, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 98, 0, 0, 0, 0, 0, 0
1393, 15, 1512061243374, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 97, 0, 0, 0, 0, 0, 0
1394, 15, 1512061243461, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 98, 0, 0, 0, 0, 0, 0
1395, 15, 1512061243522, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 98, 0, 0, 0, 0, 0, 0
1396, 15, 1512061243576, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 98, 0, 0, 0, 0, 0, 0
1397, 15, 1512061243628, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 98, 0, 0, 0, 0, 0, 0
1398, 15, 1512061243695, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 97, 0, 0, 0, 0, 0, 0
1399, 15, 1512061243756, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 98, 0, 0, 0, 0, 0, 0
1400, 15, 1512061243818, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 97, 0, 0, 0, 0, 0, 0
1401, 15, 1512061243873, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 97, 0, 0, 0, 0, 0, 0
1402, 15, 1512061243936, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 98, 0, 0, 0, 0, 0, 0
1403, 15, 1512061243992, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 98, 0, 0, 0, 0, 0, 0
1404, 15, 1512061244055, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 98, 0, 0, 0, 0, 0, 0
1405, 15, 1512061244121, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 97, 0, 0, 0, 0, 0, 0
1406, 15, 1512061244212, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 98, 0, 0, 0, 0, 0, 0
1407, 15, 1512061244279, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 97, 0, 0, 0, 0, 0, 0
1408, 15, 1512061244356, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 98, 0, 0, 0, 0, 0, 0
1409, 15, 1512061244423, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 97, 0, 0, 0, 0, 0, 0
1410, 15, 1512061244490, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 97, 0, 0, 0, 0, 0, 0
1411, 15, 1512061244558, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 97, 0, 0, 0, 0, 0, 0
1412, 15, 1512061244619, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 98, 0, 0, 0, 0, 0, 0
1413, 15, 1512061244674, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 98, 0, 0, 0, 0, 0, 0
1414, 15, 1512061244734, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 98, 0, 0, 0, 0, 0, 0
1415, 15, 1512061244794, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 97, 0, 0, 0, 0, 0, 0
1416, 15, 1512061244857, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 97, 0, 0, 0, 0, 0, 0
1417, 15, 1512061244929, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 20, 0, 0, 97, 0, 0, 0, 0, 0, 0
1418, 15, 1512061244993, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 28, 0, 13, 98, 0, 0, 0, 0, 0, 0
1419, 15, 1512061245070, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 43, 0, 0, 97, 0, 1, 0, 0, 0, 0
1420, 15, 1512061245133, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 96, 0, 1, 0, 0, 0, 0
1421, 15, 1512061245199, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 98, 0, 1, 0, 0, 0, 0
1422, 15, 1512061245270, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 98, 0, 1, 0, 0, 0, 0
1423, 15, 1512061245328, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 97, 0, 1, 0, 0, 0, 0
1424, 15, 1512061245392, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 98, 0, 1, 0, 0, 0, 0
1425, 15, 1512061245453, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 97, 0, 1, 0, 0, 0, 0
1426, 15, 1512061245525, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 98, 0, 1, 0, 0, 0, 0
1427, 15, 1512061245590, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 98, 0, 1, 0, 0, 0, 0
1428, 15, 1512061245651, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 98, 0, 1, 0, 0, 0, 0
1429, 15, 1512061245720, Female, No, 18 - 24, Unknown, 0, 0, 2, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 98, 0, 2, 0, 0, 0, 0
1430, 15, 1512061245784, Female, No, 18 - 24, Unknown, 0, 0, 2, 0, 0, 0, 1, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 97, 0, 2, 0, 0, 0, 0
1431, 15, 1512061245857, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 98, 0, 2, 0, 0, 0, 0
1432, 15, 1512061245938, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 98, 0, 2, 0, 0, 0, 0
1433, 15, 1512061245993, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 97, 0, 2, 0, 0, 0, 0
1434, 15, 1512061246055, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 34, 0, 0, 97, 0, 1, 1, 0, 0, 0
1435, 15, 1512061246125, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 24, 0, 0, 98, 0, 1, 1, 0, 0, 0
1436, 15, 1512061246193, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 16, 0, 0, 97, 0, 0, 3, 0, 0, 0
1437, 15, 1512061246261, Female, No, 18 - 24, Unknown, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 12, 0, 0, 97, 0, 0, 7, 0, 0, 0
1438, 15, 1512061246336, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 10, 0, 0, 98, 0, 0, 12, 0, 0, 0
1439, 15, 1512061246400, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 6, 0, 0, 98, 0, 0, 27, 0, 0, 0
1440, 15, 1512061246489, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 5, 0, 0, 98, 0, 0, 50, 0, 0, 0
1441, 15, 1512061246554, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 13, 4, 0, 0, 97, 0, 0, 47, 0, 0, 0
1442, 15, 1512061246611, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 3, 0, 0, 98, 0, 0, 49, 0, 0, 1
1443, 15, 1512061246667, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 18, 2, 0, 0, 98, 0, 0, 52, 0, 0, 1
1444, 15, 1512061246729, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 1, 0, 0, 98, 0, 0, 47, 0, 0, 1
1445, 15, 1512061246796, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 1, 0, 0, 97, 0, 0, 38, 0, 0, 1
1446, 15, 1512061246853, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 1, 0, 0, 98, 0, 0, 37, 0, 0, 1
1447, 15, 1512061246914, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 1, 0, 0, 97, 0, 0, 25, 0, 0, 1
1448, 15, 1512061246977, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 98, 0, 0, 16, 0, 0, 2
1449, 15, 1512061247040, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 98, 0, 0, 15, 0, 0, 2
1450, 15, 1512061247124, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 98, 0, 0, 14, 0, 0, 1
1451, 15, 1512061247215, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 97, 0, 0, 11, 0, 0, 1
1452, 15, 1512061247288, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 0, 0, 0, 97, 0, 0, 12, 0, 0, 1
1453, 15, 1512061247355, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 0, 0, 0, 98, 0, 0, 12, 0, 0, 1
1454, 15, 1512061247419, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 1, 0, 0, 98, 0, 0, 9, 0, 0, 1
1455, 15, 1512061247486, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 1, 0, 0, 98, 0, 0, 12, 0, 0, 1
1456, 15, 1512061247562, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 0, 0, 97, 0, 0, 7, 0, 0, 1
1457, 15, 1512061247640, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 98, 0, 0, 7, 0, 0, 1
1458, 15, 1512061247737, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 97, 0, 0, 6, 0, 0, 0
1459, 15, 1512061247842, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 98, 0, 0, 3, 0, 0, 0
1460, 15, 1512061247927, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 98, 0, 0, 2, 0, 0, 0
1461, 15, 1512061248010, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 97, 0, 0, 2, 0, 0, 0
1462, 15, 1512061248078, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 98, 0, 0, 3, 0, 0, 0
1463, 15, 1512061248159, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 98, 0, 0, 3, 0, 0, 0
1464, 15, 1512061248222, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 97, 0, 0, 3, 0, 0, 0
1465, 15, 1512061248290, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 98, 0, 0, 3, 0, 0, 0
1466, 15, 1512061248356, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 97, 0, 0, 4, 0, 0, 0
1467, 15, 1512061248455, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 98, 0, 0, 6, 0, 0, 0
1468, 15, 1512061248525, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 98, 0, 0, 9, 0, 0, 0
1469, 15, 1512061248594, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 98, 0, 0, 10, 0, 0, 0
1470, 15, 1512061248675, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 6, 0, 0, 0
1471, 15, 1512061248760, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 5, 0, 0, 0
1472, 15, 1512061248825, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 98, 0, 0, 7, 0, 0, 0
1473, 15, 1512061248895, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 98, 0, 0, 7, 0, 0, 0
1474, 15, 1512061248974, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 97, 0, 0, 4, 0, 0, 0
1475, 15, 1512061249055, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 97, 0, 0, 4, 0, 0, 0
1476, 15, 1512061249127, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 98, 0, 0, 4, 0, 0, 0
1477, 15, 1512061249193, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 98, 0, 0, 7, 0, 0, 0
1478, 15, 1512061249267, Female, No, 18 - 24, Unknown, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 97, 0, 0, 7, 0, 0, 0
