# gazeID, sessionQuesID, gazeTimestamp, x, y, confidence
944, 10, 1511889882818, 464.231, 576.349, 0.0918381
945, 10, 1511889882912, 472.563, 576.526, 0.135527
946, 10, 1511889883008, 460.484, 576.391, 0.157552
947, 10, 1511889883039, 461.285, 574.836, 0.118724
948, 10, 1511889883103, 457.706, 574.469, 0.161592
949, 10, 1511889883208, 466.817, 569.648, 0.111871
950, 10, 1511889883306, 469.335, 563.515, 0.121554
951, 10, 1511889883410, 471.668, 562.845, 0.145955
952, 10, 1511889883441, 465.9, 566.103, 0.13587
953, 10, 1511889883548, 470.346, 574.673, 0.157983
954, 10, 1511889883642, 459.568, 571.448, 0.137861
955, 10, 1511889883745, 437.762, 575.544, 0.120767
956, 10, 1511889884023, 419.961, 587.81, 0.222701
957, 10, 1511889884218, 416.62, 585.618, 0.216162
958, 10, 1511889884355, 445.07, 583.352, 0.183891
959, 10, 1511889884448, 441.463, 581.769, 0.21244
960, 10, 1511889884622, 446.873, 580.222, 0.18439
961, 10, 1511889884843, 464.929, 565.947, 0.12484
962, 10, 1511889885015, 454.439, 559.856, 0.139398
963, 10, 1511889885110, 479.467, 555.162, 0.183902
964, 10, 1511889885322, 484.056, 536.561, 0.175838
965, 10, 1511889885455, 440.656, 538.173, 0.21806
966, 10, 1511889885592, 555.919, 551.019, 0.205492
967, 10, 1511889885749, 517.417, 540.955, 0.0784199
968, 10, 1511889885890, 519.026, 543.683, 0.112948
969, 10, 1511889886048, 522.109, 556.755, 0.160991
970, 10, 1511889886122, 500.514, 560.017, 0.158456
971, 10, 1511889886292, 481.863, 547.34, 0.10273
972, 10, 1511889886445, 489.167, 550.029, 0.115768
973, 10, 1511889886541, 545.946, 547.589, 0.181971
974, 10, 1511889886758, 424.375, 544.08, 0.204021
975, 10, 1511889886908, 420.349, 535.592, 0.178532
976, 10, 1511889887028, 460.919, 541.117, 0.149601
977, 10, 1511889887148, 480.479, 535.581, 0.203326
978, 11, 1511889887327, 436.771, 522.9, 0.178198
979, 11, 1511889887456, 502.137, 541.131, 0.14893
980, 11, 1511889887618, 480.047, 524.732, 0.141137
981, 11, 1511889887712, 433.692, 515.494, 0.184831
982, 11, 1511889887893, 511.143, 541, 0.148643
983, 11, 1511889887989, 484.609, 552.868, 0.128306
984, 11, 1511889888109, 464.059, 566.655, 0.160246
985, 11, 1511889888242, 439.535, 571.835, 0.140158
986, 11, 1511889888340, 439.239, 564.827, 0.212832
987, 11, 1511889888427, 446.552, 570.437, 0.171792
988, 11, 1511889888450, 477.724, 574.274, 0.332109
989, 11, 1511889888557, 547.508, 589.712, 0.486013
990, 11, 1511889888693, 588.899, 610.097, 0.578597
991, 11, 1511889888741, 563.339, 610.645, 0.355174
992, 11, 1511889888856, 522.976, 571.386, 0.187995
993, 11, 1511889888923, 537.937, 563.287, 0.244754
994, 11, 1511889889021, 516.34, 545.492, 0.185
995, 11, 1511889889140, 446.995, 531.42, 0.176097
996, 11, 1511889889211, 475.481, 534.364, 0.194392
997, 11, 1511889889244, 444.96, 535.53, 0.184845
998, 11, 1511889889341, 415.918, 542.353, 0.162355
999, 11, 1511889889447, 441.234, 554.572, 0.168921
1000, 11, 1511889889556, 409.066, 539.896, 0.134666
1001, 11, 1511889889639, 450.783, 550.569, 0.166851
1002, 11, 1511889889758, 450.841, 566.589, 0.178766
1003, 11, 1511889889861, 494.193, 582.755, 0.249363
1004, 11, 1511889889947, 521.752, 585.486, 0.223481
1005, 11, 1511889890056, 524.162, 586.65, 0.184553
1006, 11, 1511889890161, 486.896, 582.818, 0.173371
1007, 11, 1511889890258, 440.693, 569.214, 0.138782
1008, 11, 1511889890358, 338.894, 565.475, 0.567219
1009, 11, 1511889890407, 269.069, 564.196, 0.859917
1010, 11, 1511889890525, 207.592, 554.435, 0.608993
1011, 11, 1511889890592, 150.88, 533.263, 1.26845
1012, 11, 1511889890695, 334.71, 551.521, 0.171384
1013, 11, 1511889890750, 404.166, 559.333, 0.166453
1014, 11, 1511889890824, 460.516, 547.805, 0.501502
1015, 11, 1511889890896, 453.596, 556.469, 0.170684
1016, 11, 1511889890941, 433.26, 563.652, 0.148447
1017, 11, 1511889891089, 457.814, 575.485, 0.140838
1018, 11, 1511889891193, 477.94, 579.323, 0.163761
1019, 11, 1511889891290, 490.88, 579.557, 0.157727
1020, 11, 1511889891395, 473.494, 580.176, 0.159617
1021, 11, 1511889891558, 486.388, 575.435, 0.148123
1022, 11, 1511889891610, 510.292, 579.017, 0.193134
1023, 11, 1511889891708, 508.037, 575.701, 0.158277
1024, 11, 1511889891859, 496.729, 573.203, 0.185415
1025, 11, 1511889891909, 503.335, 575.317, 0.183937
1026, 11, 1511889892060, 490.656, 576.334, 0.156412
1027, 11, 1511889892146, 469.955, 572.299, 0.175686
1028, 11, 1511889892250, 473.682, 569.623, 0.182119
1029, 11, 1511889892341, 486.28, 569.327, 0.203473
1030, 11, 1511889892443, 464.959, 568.132, 0.251926
1031, 11, 1511889892592, 434.619, 570.869, 0.186665
1032, 11, 1511889892690, 465.822, 576.045, 0.158821
1033, 11, 1511889892808, 505.477, 581.542, 0.164724
1034, 11, 1511889892911, 533.695, 590.916, 0.154006
1035, 11, 1511889892994, 532.456, 593.135, 0.174429
1036, 11, 1511889893047, 499.189, 587.203, 0.150562
1037, 11, 1511889893158, 465.374, 579.4, 0.150832
1038, 11, 1511889893359, 489.286, 603.646, 0.196912
1039, 11, 1511889893457, 540.832, 582.886, 0.528873
1040, 11, 1511889893692, 475.362, 585.722, 0.264832
1041, 11, 1511889893946, 663.723, 557.423, 0.814533
1042, 11, 1511889894064, 858.757, 481.11, 1.69702
1043, 11, 1511889894292, 1112.03, 401.33, 2.70301
1044, 11, 1511889894357, 908.899, 413.965, 1.22741
1045, 11, 1511889894460, 869.333, 410.787, 1.56924
1046, 11, 1511889894559, 808.042, 410.472, 1.42026
1047, 11, 1511889894697, 807.828, 378.481, 1.84753
1048, 11, 1511889894796, 631.832, 410.529, 0.728354
1049, 11, 1511889894860, 729.824, 406.073, 1.83073
1050, 11, 1511889894954, 688.193, 323.388, 2.38818
1051, 11, 1511889895095, 535.127, 372.311, 0.791538
1052, 11, 1511889895192, 504.087, 351.743, 1.08782
1053, 11, 1511889895298, 554.803, 379.509, 1.09883
1054, 11, 1511889895463, 450.572, 357.774, 0.876537
1055, 11, 1511889895590, 398.815, 244.417, 1.70533
1056, 11, 1511889895697, 464.775, 284.17, 1.31322
1057, 11, 1511889895899, 583.734, 426.998, 0.761975
1058, 11, 1511889896004, 579.041, 468.937, 0.656661
1059, 12, 1511889896164, 530.097, 459.544, 0.632756
1060, 12, 1511889896262, 491.916, 448.737, 0.575733
1061, 12, 1511889896400, 517.718, 449.013, 0.765087
1062, 12, 1511889896494, 425.753, 444.133, 0.40633
1063, 12, 1511889896665, 471.105, 389.619, 1.0463
1064, 12, 1511889896763, 393.986, 430.534, 0.37288
1065, 12, 1511889896860, 479.215, 452.37, 0.641659
1066, 12, 1511889896960, 480.196, 492.008, 0.592289
1067, 12, 1511889897064, 394.27, 512.959, 0.367838
1068, 12, 1511889897195, 332.294, 530.645, 0.416489
1069, 12, 1511889897261, 332.951, 545.417, 0.427708
1070, 12, 1511889897360, 418.311, 567.161, 0.567851
1071, 12, 1511889897514, 384.841, 595.633, 0.214644
1072, 12, 1511889897600, 429.832, 598.834, 0.432988
1073, 12, 1511889897696, 440.187, 589.041, 0.320284
1074, 12, 1511889897791, 411.638, 515.849, 0.374074
1075, 12, 1511889897907, 401.738, 442.074, 0.728046
1076, 12, 1511889897999, 319.976, 441.111, 0.440263
1077, 12, 1511889898065, 316.839, 454.767, 0.278739
1078, 12, 1511889898201, 353.019, 487.519, 0.266472
1079, 12, 1511889898300, 331.653, 470.281, 0.33507
1080, 12, 1511889898398, 374.867, 493.604, 0.156679
1081, 12, 1511889898561, 378.687, 497.115, 0.159836
1082, 12, 1511889898698, 392.923, 505.434, 0.176669
1083, 12, 1511889898763, 376.469, 513.988, 0.163712
1084, 12, 1511889898863, 408.747, 540.658, 0.235944
1085, 12, 1511889898967, 422.305, 553.09, 0.22722
1086, 12, 1511889899064, 434.824, 568.574, 0.17707
1087, 12, 1511889899202, 443.596, 582.141, 0.19071
1088, 12, 1511889899297, 451.181, 588.435, 0.334051
1089, 12, 1511889899403, 447.179, 592.341, 0.292074
1090, 12, 1511889899554, 416.515, 520.327, 0.172913
1091, 12, 1511889899702, 440.595, 489.736, 0.303175
1092, 12, 1511889899799, 448.9, 518.431, 0.134422
1093, 12, 1511889899898, 375.022, 502.991, 0.1809
1094, 12, 1511889900002, 406.373, 525.308, 0.133094
1095, 12, 1511889900099, 472.806, 555.892, 0.287134
1096, 12, 1511889900195, 512.593, 574.043, 0.326907
1097, 12, 1511889900301, 529.821, 572.646, 0.27823
1098, 12, 1511889900414, 492.212, 561.423, 0.227925
1099, 12, 1511889900571, 420.119, 530.217, 0.162799
1100, 12, 1511889900697, 363.944, 563.733, 0.179523
1101, 12, 1511889900772, 355.337, 572.994, 0.145348
1102, 12, 1511889900857, 366.978, 578.686, 0.120251
1103, 12, 1511889900966, 382.223, 588.134, 0.111344
1104, 12, 1511889901044, 373.242, 593.015, 0.137539
1105, 12, 1511889901170, 323.613, 598.443, 0.270942
1106, 12, 1511889901277, 255.31, 593.487, 0.427511
1107, 12, 1511889901361, 311.274, 599.46, 0.123176
1108, 12, 1511889901505, 384.504, 599.4, 0.131714
1109, 12, 1511889901603, 355.692, 604.239, 0.174668
1110, 12, 1511889901698, 346.942, 603.961, 0.150377
1111, 12, 1511889901795, 455.037, 599.402, 0.191147
1112, 12, 1511889901902, 464.005, 588.356, 0.207676
1113, 12, 1511889901999, 466.408, 584.367, 0.13249
1114, 12, 1511889902071, 533.336, 581.909, 0.0908495
1115, 12, 1511889902199, 331, 560.472, 0.16643
1116, 12, 1511889902298, 414.976, 585.788, 0.176218
1117, 12, 1511889902396, 436.886, 602.082, 0.148947
1118, 12, 1511889902502, 467.623, 603.365, 0.198456
1119, 12, 1511889902597, 474.65, 608.912, 0.14659
1120, 12, 1511889902847, 712.523, 766.507, 4.57039
1121, 12, 1511889902943, 897.204, 728.254, 0.744344
1122, 12, 1511889903065, 762.717, 663.985, 0.203457
1123, 12, 1511889903096, 742.646, 648.747, 0.563575
1124, 12, 1511889903298, 603.079, 626.148, 0.174249
1125, 12, 1511889903401, 565.139, 620.281, 0.185219
1126, 12, 1511889903541, 579.096, 607.622, 0.293112
1127, 12, 1511889903703, 567.253, 598.076, 0.280108
1128, 12, 1511889903814, 556.594, 599.835, 0.235555
1129, 12, 1511889903897, 554.694, 603.017, 0.224097
1130, 13, 1512061214536, 747.032, 567.967, 3.5831
1131, 13, 1512061214592, 741.88, 570.815, 3.33931
1132, 13, 1512061214654, 744.172, 571.733, 2.46538
1133, 13, 1512061214693, 699.216, 562.791, 3.28225
1134, 13, 1512061214758, 708.43, 558.638, 2.78598
1135, 13, 1512061214790, 731.26, 562.569, 1.61605
1136, 13, 1512061214856, 708.723, 559.654, 2.07153
1137, 13, 1512061214895, 683.008, 554.969, 1.23714
1138, 13, 1512061214970, 667.297, 545.072, 1.83484
1139, 13, 1512061214992, 657.895, 543.725, 1.69685
1140, 13, 1512061215087, 635.239, 529.536, 1.7999
1141, 13, 1512061215160, 633.413, 529.469, 1.16423
1142, 13, 1512061215191, 629.163, 526.556, 1.16281
1143, 13, 1512061215254, 631.073, 527.934, 1.14382
1144, 13, 1512061215288, 668.297, 535.03, 3.73694
1145, 13, 1512061215385, 651.138, 531.854, 3.37332
1146, 13, 1512061215457, 589.65, 536.652, 4.76098
1147, 13, 1512061215489, 605.475, 567.852, 3.2729
1148, 13, 1512061215588, 611.039, 588.431, 2.05042
1149, 13, 1512061215658, 627.496, 597.48, 1.97423
1150, 13, 1512061215689, 593.347, 574.998, 5.12975
1151, 13, 1512061215789, 605.081, 590.938, 2.14442
1152, 13, 1512061215855, 600.015, 592.875, 2.84989
1153, 13, 1512061215888, 600.415, 594.962, 1.94237
1154, 13, 1512061215991, 584.084, 591.977, 3.87765
1155, 13, 1512061216055, 612.549, 622.006, 2.91638
1156, 13, 1512061216151, 668.76, 629.207, 5.52144
1157, 13, 1512061216191, 684.939, 639.731, 4.75482
1158, 13, 1512061216254, 714.413, 606.918, 3.14386
1159, 13, 1512061216289, 714.561, 611.721, 3.48188
1160, 13, 1512061216382, 693.458, 612.542, 2.82294
1161, 13, 1512061216456, 637.888, 599.707, 2.63837
1162, 13, 1512061216489, 611.478, 581.987, 4.68495
1163, 13, 1512061216585, 592.624, 577.117, 4.64019
1164, 13, 1512061216648, 583.899, 587.38, 2.63106
1165, 13, 1512061216689, 572.786, 531.445, 4.49332
1166, 13, 1512061216785, 567.707, 565.734, 2.5613
1167, 13, 1512061216846, 567.611, 568.661, 4.08352
1168, 13, 1512061216889, 542.897, 514.905, 4.13161
1169, 13, 1512061216954, 550.973, 545.862, 2.51976
1170, 13, 1512061216990, 552.92, 553.785, 3.91341
1171, 13, 1512061217052, 581.886, 577.682, 2.26561
1172, 13, 1512061217089, 593.34, 584.275, 2.00209
1173, 13, 1512061217143, 595.397, 587.028, 6.52492
1174, 13, 1512061217189, 591.625, 607.06, 2.95962
1175, 13, 1512061217260, 592.448, 608.254, 7.92528
1176, 13, 1512061217293, 573.774, 629.346, 13.4444
1177, 13, 1512061217331, 581.085, 628.79, 8.25856
1178, 13, 1512061217387, 577.592, 621.479, 10.6729
1179, 13, 1512061217442, 584.53, 628.996, 2.61791
1180, 13, 1512061217486, 568.95, 618.612, 2.51792
1181, 13, 1512061217546, 556.385, 600.104, 2.45073
1182, 13, 1512061217613, 563.526, 596.396, 0.896366
1183, 13, 1512061217654, 552.061, 583.95, 2.945
1184, 13, 1512061217720, 551.331, 567.659, 4.29387
1185, 13, 1512061217781, 549.335, 560.578, 3.49961
1186, 13, 1512061217847, 553.424, 561.743, 4.62047
1187, 13, 1512061217920, 558.417, 573.789, 1.89712
1188, 13, 1512061217956, 567.004, 576.197, 2.06838
1189, 13, 1512061217985, 564.853, 574.5, 3.62187
1190, 13, 1512061218050, 584.156, 590.121, 5.1936
1191, 13, 1512061218091, 596.458, 593.138, 2.85297
1192, 13, 1512061218144, 601.668, 596.512, 3.03615
1193, 13, 1512061218188, 587.9, 588.482, 4.46631
1194, 13, 1512061218283, 591.482, 599.668, 1.6688
1195, 13, 1512061218347, 603.475, 611.347, 2.34374
1196, 13, 1512061218389, 599.849, 620.802, 4.71061
1197, 13, 1512061218433, 602.093, 618.418, 1.54722
1198, 13, 1512061218487, 588.62, 614.234, 5.40172
1199, 13, 1512061218590, 607.227, 644.94, 6.50201
1200, 13, 1512061218654, 620.218, 636.682, 5.51194
1201, 13, 1512061218687, 636.753, 638.28, 5.67628
1202, 13, 1512061218785, 617.705, 630.998, 2.89349
1203, 13, 1512061218846, 614.291, 621.796, 1.94471
1204, 13, 1512061218920, 590.049, 603.894, 2.76836
1205, 13, 1512061218953, 601.312, 609.307, 1.96218
1206, 13, 1512061218984, 598.829, 609.665, 2.0303
1207, 13, 1512061219046, 597.119, 616.298, 1.83138
1208, 13, 1512061219121, 602.958, 618.155, 1.53867
1209, 13, 1512061219186, 599.809, 622.064, 4.24712
1210, 13, 1512061219253, 577.454, 600.543, 6.15718
1211, 13, 1512061219284, 588.653, 610.107, 3.85583
1212, 13, 1512061219348, 600.905, 616.156, 1.96672
1213, 13, 1512061219465, 593.506, 603.477, 2.70081
1214, 13, 1512061219486, 610.028, 603.972, 2.27925
1215, 13, 1512061219582, 622.872, 603.091, 2.20694
1216, 13, 1512061219645, 663.588, 597.432, 1.55911
1217, 13, 1512061219721, 692.507, 594.565, 1.37371
1218, 13, 1512061219754, 732.032, 572.241, 2.25305
1219, 13, 1512061219785, 751.89, 576.547, 1.3745
1220, 13, 1512061219848, 828.509, 554.877, 4.88838
1221, 13, 1512061219945, 868.822, 553.514, 3.91129
1222, 13, 1512061219988, 894.221, 567.466, 5.22418
1223, 13, 1512061220052, 909.585, 572.253, 4.55594
1224, 13, 1512061220151, 983.958, 541.126, 6.73055
1225, 13, 1512061220211, 949.459, 563.891, 4.74883
1226, 13, 1512061220242, 985.061, 542.76, 6.68285
1227, 13, 1512061220286, 967.319, 565.302, 4.69531
1228, 13, 1512061220382, 991.837, 634.579, 6.64559
1229, 13, 1512061220444, 1014.82, 641.198, 6.42454
1230, 13, 1512061220520, 961.804, 600.533, 4.22488
1231, 13, 1512061220551, 967.866, 575.974, 5.18616
1232, 13, 1512061220612, 986.091, 583.706, 6.09781
1233, 13, 1512061220644, 1025.12, 576.032, 9.22457
1234, 13, 1512061220688, 1038.47, 585.678, 7.1864
1235, 13, 1512061220739, 1055.25, 611.736, 7.92403
1236, 13, 1512061220783, 1021.51, 595.689, 4.80098
1237, 13, 1512061220846, 958.782, 604.404, 4.2955
1238, 13, 1512061220909, 934.977, 620.091, 5.99484
1239, 13, 1512061220942, 976.706, 616.93, 7.68611
1240, 13, 1512061221041, 940.782, 623.695, 5.42781
1241, 13, 1512061221083, 963.657, 620.817, 5.61541
1242, 13, 1512061221145, 830.531, 555.409, 19.1306
1243, 13, 1512061221208, 793.897, 335.102, 38.3489
1244, 13, 1512061221240, 744.251, 228.307, 36.6593
1245, 13, 1512061221304, 848.648, 221.914, 40.1905
1246, 13, 1512061221336, 929.462, 291.078, 33.5343
1247, 13, 1512061221413, 1063.73, 336.715, 40.3231
1248, 13, 1512061221441, 1098.91, 370.773, 37.4698
1249, 13, 1512061221506, 1108.3, 435.195, 33.6007
1250, 13, 1512061221537, 1170.77, 466.878, 37.059
1251, 13, 1512061221609, 1207.27, 507.004, 18.65
1252, 13, 1512061221641, 1216.4, 502.309, 36.1342
1253, 13, 1512061221707, 1225.97, 490.367, 37.0194
1254, 13, 1512061221748, 1296.55, 447.727, 36.419
1255, 13, 1512061221801, 1313.24, 455.725, 37.2383
1256, 13, 1512061221841, 1257.79, 496.646, 33.275
1257, 13, 1512061221906, 1325.92, 536.369, 37.5101
1258, 13, 1512061221940, 1361.1, 590.07, 28.1291
1259, 13, 1512061222006, 1390.45, 466.993, 45.2037
1260, 13, 1512061222038, 1405.37, 401.438, 43.5162
1261, 13, 1512061222109, 1418.71, 436.056, 37.0573
1262, 13, 1512061222141, 1425.17, 512.551, 48.6713
1263, 13, 1512061222205, 1430.33, 539.123, 55.0508
1264, 13, 1512061222238, 1433.01, 576.342, 34.5323
1265, 13, 1512061222308, 1180.86, 618.288, 4.85201
1266, 13, 1512061222340, 1088.16, 637.328, 5.26748
1267, 13, 1512061222404, 1025.37, 651.306, 6.25474
1268, 13, 1512061222438, 962.024, 648.766, 3.74981
1269, 13, 1512061222512, 913.544, 645.406, 4.55159
1270, 13, 1512061222537, 888.348, 658.676, 5.2135
1271, 13, 1512061222599, 861.922, 655.079, 3.85162
1272, 13, 1512061222703, 868.078, 636.409, 4.31581
1273, 13, 1512061222737, 895.376, 618.742, 5.2065
1274, 13, 1512061222781, 898.048, 593.244, 3.67264
1275, 13, 1512061222832, 901.094, 581.263, 3.57221
1276, 13, 1512061222937, 428.268, 276.26, 87.7983
1277, 13, 1512061223003, 424.931, 558.188, 43.4812
1278, 13, 1512061223037, 751.177, 365.223, 19.1756
1279, 13, 1512061223108, 896.608, 446.01, 9.34837
1280, 13, 1512061223131, 944.744, 482.688, 8.42738
1281, 13, 1512061223205, 905.658, 538.387, 4.18695
1282, 13, 1512061223239, 909.829, 549.235, 4.34554
1283, 13, 1512061223304, 898.428, 570.263, 4.24811
1284, 13, 1512061223337, 909.898, 565.277, 4.02066
1285, 13, 1512061223434, 792.984, 628.401, 4.54838
1286, 13, 1512061223495, 722.909, 663.787, 3.55152
1287, 13, 1512061223538, 650.962, 669.988, 6.59907
1288, 13, 1512061223608, 666.674, 670.937, 3.5986
1289, 13, 1512061223639, 704.963, 655.683, 3.34193
1290, 13, 1512061223704, 667.816, 658.186, 7.19699
1291, 13, 1512061223736, 709.662, 631.686, 4.09684
1292, 13, 1512061223838, 727.155, 617.415, 3.19443
1293, 13, 1512061223905, 719.33, 584.347, 4.38475
1294, 13, 1512061223937, 775.426, 564.942, 3.71242
1295, 13, 1512061224002, 765.991, 589.363, 3.91013
1296, 13, 1512061224042, 755.539, 602.977, 3.68693
1297, 13, 1512061224137, 743.105, 614.311, 4.2467
1298, 13, 1512061224201, 745.599, 624.922, 4.06582
1299, 13, 1512061224232, 796.639, 617.23, 4.45387
1300, 13, 1512061224307, 816.442, 609.688, 3.96143
1301, 13, 1512061224337, 811.094, 602.622, 3.94378
1302, 13, 1512061224381, 831.581, 581.193, 3.75181
1303, 13, 1512061224437, 815.162, 597.322, 4.3524
1304, 13, 1512061224531, 875.34, 576.177, 4.77831
1305, 13, 1512061224606, 789.379, 599.057, 2.32811
1306, 13, 1512061224637, 804.912, 578.213, 3.34723
1307, 13, 1512061224735, 833.29, 572.683, 4.00512
1308, 13, 1512061224796, 919.023, 579.166, 7.70764
1309, 13, 1512061224860, 837.812, 602.288, 3.0905
1310, 13, 1512061224893, 784.088, 628.516, 4.26948
1311, 13, 1512061224936, 760.605, 637.982, 4.73781
1312, 13, 1512061225001, 735.892, 643.305, 2.93167
1313, 13, 1512061225104, 763.756, 640.217, 4.96102
1314, 13, 1512061225138, 727.465, 652.382, 3.59035
1315, 13, 1512061225201, 752.882, 665.53, 3.97877
1316, 13, 1512061225268, 707.767, 674.215, 3.43391
1317, 13, 1512061225337, 678.348, 682.936, 2.7497
1318, 13, 1512061225401, 721.364, 672.934, 4.77973
1319, 13, 1512061225433, 701.843, 680.641, 4.02764
1320, 13, 1512061225494, 686, 684.812, 2.78978
1321, 13, 1512061225571, 665.415, 683.838, 3.46056
1322, 13, 1512061225603, 644.282, 694.703, 2.94334
1323, 13, 1512061225636, 617.519, 701.798, 3.83815
1324, 13, 1512061225697, 634.868, 700.917, 3.34681
1325, 13, 1512061225770, 631.535, 679.77, 3.49985
1326, 13, 1512061225831, 650.211, 691.5, 2.7686
1327, 13, 1512061225894, 644.582, 685.406, 2.56603
1328, 13, 1512061225938, 624.943, 678.162, 4.02972
1329, 13, 1512061226004, 644.149, 682.758, 3.66333
1330, 13, 1512061226067, 654.879, 681.106, 3.1113
1331, 13, 1512061226098, 642.933, 673.799, 2.88359
1332, 13, 1512061226172, 633.567, 670.487, 3.91408
1333, 13, 1512061226205, 645.271, 659.182, 2.07071
1334, 13, 1512061226236, 630.963, 651.183, 3.72924
1335, 13, 1512061226333, 639.328, 651.518, 3.63269
1336, 13, 1512061226396, 646.675, 645.311, 2.72393
1337, 13, 1512061226460, 670.179, 655.421, 3.63319
1338, 13, 1512061226492, 638.684, 667.181, 4.27272
1339, 13, 1512061226536, 640.789, 667.005, 3.72851
1340, 13, 1512061226598, 653.281, 655.275, 2.22746
1341, 13, 1512061226670, 651.818, 656.532, 2.53947
1342, 13, 1512061226703, 671.759, 651.673, 2.7599
1343, 13, 1512061226736, 650.614, 646.929, 3.32508
1344, 13, 1512061226806, 639.542, 664.177, 4.21305
1345, 13, 1512061226903, 672.301, 641.747, 2.04182
1346, 13, 1512061226934, 688.315, 643.966, 2.9903
1347, 13, 1512061226997, 687.557, 649.216, 3.00512
1348, 13, 1512061227040, 690.922, 655.942, 3.09175
1349, 13, 1512061227137, 706.841, 653.866, 2.64167
1350, 13, 1512061227231, 644.882, 676.348, 2.89132
1351, 13, 1512061227296, 639.19, 685.307, 2.8181
1352, 13, 1512061227372, 635.924, 684.73, 2.89194
1353, 13, 1512061227392, 656.463, 674.877, 2.9432
1354, 13, 1512061227468, 566.034, 632.431, 7.14778
1355, 13, 1512061227499, 599.657, 650.484, 3.14757
1356, 14, 1512061227561, 590.493, 653.497, 2.80055
1357, 14, 1512061227597, 616.759, 649.308, 2.81331
1358, 14, 1512061227657, 616.21, 659.634, 2.82643
1359, 14, 1512061227701, 621.49, 672.588, 3.0149
1360, 14, 1512061227733, 623.119, 671.447, 3.01295
1361, 14, 1512061227795, 579.738, 677.911, 4.29132
1362, 14, 1512061227858, 565.227, 686.289, 3.86951
1363, 14, 1512061227890, 602.729, 681.532, 3.11367
1364, 14, 1512061227965, 624.205, 683.626, 2.80513
1365, 14, 1512061227989, 621.942, 693.73, 2.46023
1366, 14, 1512061228061, 595.323, 667.991, 3.88033
1367, 14, 1512061228094, 601.124, 666.306, 4.05506
1368, 14, 1512061228170, 584.459, 665.488, 4.30084
1369, 14, 1512061228189, 600.416, 668.705, 3.60149
1370, 14, 1512061228287, 652.11, 642.904, 3.25907
1371, 14, 1512061228338, 628.703, 646.7, 4.53178
1372, 14, 1512061228391, 616.432, 640.775, 3.14304
1373, 14, 1512061228437, 591.855, 622.983, 2.45373
1374, 14, 1512061228489, 613.401, 624.546, 3.15298
1375, 14, 1512061228554, 643.752, 618.906, 2.56272
1376, 14, 1512061228631, 602.577, 608.168, 3.00842
1377, 14, 1512061228687, 684.335, 584.418, 2.65366
1378, 14, 1512061228759, 673, 592.428, 2.19953
1379, 14, 1512061228792, 667.332, 599.73, 3.3236
1380, 14, 1512061228835, 689.122, 585.854, 1.87074
1381, 14, 1512061228888, 665.879, 615.378, 3.19409
1382, 14, 1512061228954, 643.138, 642.441, 3.35336
1383, 14, 1512061228986, 629.61, 661.062, 2.79812
1384, 14, 1512061229089, 607.171, 682.498, 3.33558
1385, 14, 1512061229155, 586.699, 700.871, 3.94711
1386, 14, 1512061229186, 564.788, 704.631, 3.54951
1387, 14, 1512061229250, 569.179, 689.076, 3.81841
1388, 14, 1512061229334, 560.846, 673.949, 4.60645
1389, 14, 1512061229389, 562.52, 666.119, 4.25749
1390, 14, 1512061229487, 664.323, 640.715, 3.5161
1391, 14, 1512061229557, 648.289, 641.706, 3.44753
1392, 14, 1512061229588, 657.315, 633.678, 3.09541
1393, 14, 1512061229654, 658.204, 627.402, 2.3416
1394, 14, 1512061229693, 657.405, 630.577, 2.95932
1395, 14, 1512061229753, 640.833, 640.697, 4.26737
1396, 14, 1512061229786, 664.679, 624.487, 2.65616
1397, 14, 1512061229889, 651.13, 632.492, 3.33439
1398, 14, 1512061229954, 670.549, 632.206, 2.94122
1399, 14, 1512061229987, 642.923, 635.966, 4.18329
1400, 14, 1512061230050, 638.559, 636.208, 3.2591
1401, 14, 1512061230089, 628.56, 627.187, 1.40237
1402, 14, 1512061230153, 610.27, 640.311, 4.73014
1403, 14, 1512061230186, 635.696, 639.024, 3.09121
1404, 14, 1512061230255, 611.323, 634.544, 3.44238
1405, 14, 1512061230290, 614.554, 607.312, 2.19856
1406, 14, 1512061230354, 619.344, 612.034, 2.21783
1407, 14, 1512061230388, 634.056, 592.617, 3.23184
1408, 14, 1512061230486, 580.554, 521.979, 12.8256
1409, 14, 1512061230556, 316.985, 285.002, 230.133
1410, 14, 1512061230686, 120.636, 108.465, 542.684
1411, 14, 1512061230950, 18.7824, 16.8874, 458.715
1412, 14, 1512061231055, 7.23677, 6.50661, 452.69
1413, 14, 1512061231154, 3.17173, 2.85171, 544.3
1414, 14, 1512061231252, 1.42315, 1.27956, 232.732
1415, 14, 1512061231286, 120.196, 0.78649, 195.779
1416, 14, 1512061231346, 73.4987, 0.480932, 324.728
1417, 14, 1512061231388, 417.173, 0.319504, 137.674
1418, 14, 1512061231487, 208.316, 0.159545, 619.647
1419, 14, 1512061231581, 98.5288, 0.0754613, 711.761
1420, 14, 1512061231646, 54.3918, 0.0416576, 397.164
1421, 14, 1512061231754, 24.0889, 0.0184492, 212.979
1422, 14, 1512061231786, 14.8343, 0.0113613, 216.846
1423, 14, 1512061232712, 1415.58, 460.177, 165.116
1424, 14, 1512061232754, 901.531, 400.778, 167.371
1425, 14, 1512061232850, 721.36, 313.127, 79.8668
